threshold,margin,TP,FP,FN,TN,precision,recall,f1
0.57,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.57,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.57,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.57,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.57,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.57,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.57,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.57,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.58,0.0,434,109,28,225,0.7992633517495396,0.9393939393939394,0.863681592039801
0.58,0.01,434,108,28,226,0.8007380073800738,0.9393939393939394,0.8645418326693228
0.58,0.02,434,107,28,227,0.8022181146025879,0.9393939393939394,0.8654037886340978
0.58,0.03,432,103,30,231,0.8074766355140187,0.935064935064935,0.8665997993981946
0.58,0.04,431,101,31,233,0.8101503759398496,0.9329004329004329,0.8672032193158954
0.58,0.05,425,96,37,238,0.8157389635316699,0.9199134199134199,0.8646998982706001
0.58,0.06,423,92,39,242,0.8213592233009709,0.9155844155844156,0.8659160696008189
0.58,0.07,419,87,43,247,0.8280632411067194,0.9069264069264069,0.8657024793388429
0.58,0.08,414,83,48,251,0.8329979879275654,0.8961038961038961,0.8633993743482794
0.58,0.09,409,80,53,254,0.83640081799591,0.8852813852813853,0.8601472134595163
0.58,0.1,398,79,64,255,0.8343815513626834,0.8614718614718615,0.8477103301384452
0.58,0.11,387,76,75,258,0.8358531317494601,0.8376623376623377,0.8367567567567568
0.58,0.12,369,70,93,264,0.8405466970387244,0.7987012987012987,0.8190899001109878
0.58,0.13,357,66,105,268,0.8439716312056738,0.7727272727272727,0.8067796610169492
0.58,0.14,341,58,121,276,0.8546365914786967,0.7380952380952381,0.792102206736353
0.58,0.15,324,48,138,286,0.8709677419354839,0.7012987012987013,0.7769784172661871
0.58,0.16,308,45,154,289,0.8725212464589235,0.6666666666666666,0.7558282208588956
0.58,0.17,285,39,177,295,0.8796296296296297,0.6168831168831169,0.7251908396946566
0.58,0.18,260,33,202,301,0.8873720136518771,0.5627705627705628,0.6887417218543046
0.58,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.58,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.58,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.58,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.58,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.58,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.58,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.59,0.0,424,94,38,240,0.8185328185328186,0.9177489177489178,0.8653061224489795
0.59,0.01,424,93,38,241,0.8201160541586073,0.9177489177489178,0.8661899897854953
0.59,0.02,424,92,38,242,0.8217054263565892,0.9177489177489178,0.8670756646216768
0.59,0.03,422,88,40,246,0.8274509803921568,0.9134199134199135,0.868312757201646
0.59,0.04,421,86,41,248,0.8303747534516766,0.9112554112554112,0.868937048503612
0.59,0.05,415,81,47,253,0.8366935483870968,0.8982683982683982,0.8663883089770354
0.59,0.06,414,79,48,255,0.8397565922920892,0.8961038961038961,0.8670157068062828
0.59,0.07,410,76,52,258,0.8436213991769548,0.8874458874458875,0.8649789029535866
0.59,0.08,407,72,55,262,0.8496868475991649,0.8809523809523809,0.8650371944739639
0.59,0.09,403,70,59,264,0.8520084566596194,0.8722943722943723,0.8620320855614972
0.59,0.1,393,69,69,265,0.8506493506493507,0.8506493506493507,0.8506493506493505
0.59,0.11,384,67,78,267,0.8514412416851441,0.8311688311688312,0.8411829134720702
0.59,0.12,367,64,95,270,0.851508120649652,0.7943722943722944,0.8219484882418814
0.59,0.13,355,61,107,273,0.8533653846153846,0.7683982683982684,0.8086560364464692
0.59,0.14,341,58,121,276,0.8546365914786967,0.7380952380952381,0.792102206736353
0.59,0.15,324,48,138,286,0.8709677419354839,0.7012987012987013,0.7769784172661871
0.59,0.16,308,45,154,289,0.8725212464589235,0.6666666666666666,0.7558282208588956
0.59,0.17,285,39,177,295,0.8796296296296297,0.6168831168831169,0.7251908396946566
0.59,0.18,260,33,202,301,0.8873720136518771,0.5627705627705628,0.6887417218543046
0.59,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.59,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.59,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.59,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.59,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.59,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.59,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.6,0.0,416,87,46,247,0.827037773359841,0.9004329004329005,0.8621761658031089
0.6,0.01,416,87,46,247,0.827037773359841,0.9004329004329005,0.8621761658031089
0.6,0.02,416,86,46,248,0.8286852589641435,0.9004329004329005,0.8630705394190871
0.6,0.03,414,82,48,252,0.8346774193548387,0.8961038961038961,0.8643006263048016
0.6,0.04,413,80,49,254,0.8377281947261663,0.8939393939393939,0.8649214659685864
0.6,0.05,408,77,54,257,0.8412371134020619,0.8831168831168831,0.8616684266103485
0.6,0.06,407,75,55,259,0.8443983402489627,0.8809523809523809,0.8622881355932204
0.6,0.07,403,73,59,261,0.8466386554621849,0.8722943722943723,0.8592750533049041
0.6,0.08,400,69,62,265,0.8528784648187633,0.8658008658008658,0.8592910848549946
0.6,0.09,397,67,65,267,0.8556034482758621,0.8593073593073594,0.857451403887689
0.6,0.1,387,66,75,268,0.8543046357615894,0.8376623376623377,0.8459016393442623
0.6,0.11,378,64,84,270,0.8552036199095022,0.8181818181818182,0.8362831858407079
0.6,0.12,362,62,100,272,0.8537735849056604,0.7835497835497836,0.817155756207675
0.6,0.13,351,59,111,275,0.8560975609756097,0.7597402597402597,0.805045871559633
0.6,0.14,338,56,124,278,0.8578680203045685,0.7316017316017316,0.7897196261682243
0.6,0.15,323,46,139,288,0.8753387533875339,0.6991341991341992,0.7773766546329722
0.6,0.16,307,43,155,291,0.8771428571428571,0.6645021645021645,0.7561576354679803
0.6,0.17,284,37,178,297,0.8847352024922118,0.6147186147186147,0.7254150702426564
0.6,0.18,260,32,202,302,0.8904109589041096,0.5627705627705628,0.6896551724137931
0.6,0.19,242,27,220,307,0.8996282527881041,0.5238095238095238,0.6621067031463749
0.6,0.2,217,27,245,307,0.889344262295082,0.4696969696969697,0.6147308781869689
0.6,0.21,201,25,261,309,0.8893805309734514,0.43506493506493504,0.5843023255813954
0.6,0.22,188,25,274,309,0.8826291079812206,0.4069264069264069,0.557037037037037
0.6,0.23,172,21,290,313,0.8911917098445595,0.3722943722943723,0.5251908396946565
0.6,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.6,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.61,0.0,407,79,55,255,0.8374485596707819,0.8809523809523809,0.8586497890295359
0.61,0.01,407,79,55,255,0.8374485596707819,0.8809523809523809,0.8586497890295359
0.61,0.02,407,78,55,256,0.8391752577319588,0.8809523809523809,0.8595564941921858
0.61,0.03,405,75,57,259,0.84375,0.8766233766233766,0.8598726114649682
0.61,0.04,405,74,57,260,0.8455114822546973,0.8766233766233766,0.8607863974495218
0.61,0.05,400,71,62,263,0.8492569002123143,0.8658008658008658,0.857449088960343
0.61,0.06,399,69,63,265,0.8525641025641025,0.8636363636363636,0.8580645161290322
0.61,0.07,395,67,67,267,0.854978354978355,0.854978354978355,0.854978354978355
0.61,0.08,392,65,70,269,0.8577680525164114,0.8484848484848485,0.8531011969532101
0.61,0.09,389,63,73,271,0.8606194690265486,0.841991341991342,0.8512035010940919
0.61,0.1,380,63,82,271,0.8577878103837472,0.8225108225108225,0.839779005524862
0.61,0.11,373,61,89,273,0.8594470046082949,0.8073593073593074,0.8325892857142858
0.61,0.12,360,59,102,275,0.8591885441527446,0.7792207792207793,0.8172531214528945
0.61,0.13,350,58,112,276,0.8578431372549019,0.7575757575757576,0.8045977011494253
0.61,0.14,337,56,125,278,0.8575063613231552,0.7294372294372294,0.7883040935672514
0.61,0.15,323,46,139,288,0.8753387533875339,0.6991341991341992,0.7773766546329722
0.61,0.16,307,43,155,291,0.8771428571428571,0.6645021645021645,0.7561576354679803
0.61,0.17,284,37,178,297,0.8847352024922118,0.6147186147186147,0.7254150702426564
0.61,0.18,260,32,202,302,0.8904109589041096,0.5627705627705628,0.6896551724137931
0.61,0.19,242,27,220,307,0.8996282527881041,0.5238095238095238,0.6621067031463749
0.61,0.2,217,27,245,307,0.889344262295082,0.4696969696969697,0.6147308781869689
0.61,0.21,201,25,261,309,0.8893805309734514,0.43506493506493504,0.5843023255813954
0.61,0.22,188,25,274,309,0.8826291079812206,0.4069264069264069,0.557037037037037
0.61,0.23,172,21,290,313,0.8911917098445595,0.3722943722943723,0.5251908396946565
0.61,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.61,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.62,0.0,385,70,77,264,0.8461538461538461,0.8333333333333334,0.8396946564885497
0.62,0.01,385,70,77,264,0.8461538461538461,0.8333333333333334,0.8396946564885497
0.62,0.02,385,69,77,265,0.8480176211453745,0.8333333333333334,0.8406113537117905
0.62,0.03,384,67,78,267,0.8514412416851441,0.8311688311688312,0.8411829134720702
0.62,0.04,384,66,78,268,0.8533333333333334,0.8311688311688312,0.8421052631578949
0.62,0.05,380,63,82,271,0.8577878103837472,0.8225108225108225,0.839779005524862
0.62,0.06,379,62,83,272,0.8594104308390023,0.8203463203463204,0.8394241417497232
0.62,0.07,375,61,87,273,0.8600917431192661,0.8116883116883117,0.8351893095768375
0.62,0.08,372,59,90,275,0.8631090487238979,0.8051948051948052,0.8331466965285554
0.62,0.09,369,58,93,276,0.8641686182669789,0.7987012987012987,0.8301462317210349
0.62,0.1,363,58,99,276,0.8622327790973872,0.7857142857142857,0.8221970554926388
0.62,0.11,356,56,106,278,0.8640776699029126,0.7705627705627706,0.8146453089244851
0.62,0.12,343,54,119,280,0.8639798488664987,0.7424242424242424,0.7986030267753201
0.62,0.13,339,54,123,280,0.8625954198473282,0.7337662337662337,0.792982456140351
0.62,0.14,326,52,136,282,0.8624338624338624,0.7056277056277056,0.7761904761904761
0.62,0.15,314,42,148,292,0.8820224719101124,0.6796536796536796,0.7677261613691931
0.62,0.16,300,39,162,295,0.8849557522123894,0.6493506493506493,0.749063670411985
0.62,0.17,278,35,184,299,0.8881789137380192,0.6017316017316018,0.7174193548387098
0.62,0.18,260,32,202,302,0.8904109589041096,0.5627705627705628,0.6896551724137931
0.62,0.19,242,27,220,307,0.8996282527881041,0.5238095238095238,0.6621067031463749
0.62,0.2,217,27,245,307,0.889344262295082,0.4696969696969697,0.6147308781869689
0.62,0.21,201,25,261,309,0.8893805309734514,0.43506493506493504,0.5843023255813954
0.62,0.22,188,25,274,309,0.8826291079812206,0.4069264069264069,0.557037037037037
0.62,0.23,172,21,290,313,0.8911917098445595,0.3722943722943723,0.5251908396946565
0.62,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.62,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.63,0.0,362,66,100,268,0.8457943925233645,0.7835497835497836,0.8134831460674157
0.63,0.01,362,66,100,268,0.8457943925233645,0.7835497835497836,0.8134831460674157
0.63,0.02,362,65,100,269,0.8477751756440282,0.7835497835497836,0.814398200224972
0.63,0.03,361,63,101,271,0.8514150943396226,0.7813852813852814,0.8148984198645597
0.63,0.04,361,62,101,272,0.8534278959810875,0.7813852813852814,0.815819209039548
0.63,0.05,358,60,104,274,0.8564593301435407,0.7748917748917749,0.8136363636363636
0.63,0.06,357,59,105,275,0.8581730769230769,0.7727272727272727,0.8132118451025058
0.63,0.07,354,58,108,276,0.8592233009708737,0.7662337662337663,0.8100686498855835
0.63,0.08,352,57,110,277,0.8606356968215159,0.7619047619047619,0.8082663605051664
0.63,0.09,352,57,110,277,0.8606356968215159,0.7619047619047619,0.8082663605051664
0.63,0.1,347,57,115,277,0.8589108910891089,0.7510822510822511,0.8013856812933026
0.63,0.11,342,55,120,279,0.8614609571788413,0.7402597402597403,0.7962747380675204
0.63,0.12,332,53,130,281,0.8623376623376623,0.7186147186147186,0.7839433293978749
0.63,0.13,329,53,133,281,0.8612565445026178,0.7121212121212122,0.7796208530805686
0.63,0.14,317,51,145,283,0.8614130434782609,0.6861471861471862,0.7638554216867471
0.63,0.15,306,41,156,293,0.8818443804034583,0.6623376623376623,0.7564894932014833
0.63,0.16,293,38,169,296,0.8851963746223565,0.6341991341991342,0.7389659520807063
0.63,0.17,274,35,188,299,0.8867313915857605,0.5930735930735931,0.7107652399481194
0.63,0.18,257,32,205,302,0.889273356401384,0.5562770562770563,0.6844207723035952
0.63,0.19,239,27,223,307,0.8984962406015038,0.5173160173160173,0.6565934065934066
0.63,0.2,216,27,246,307,0.8888888888888888,0.4675324675324675,0.6127659574468085
0.63,0.21,200,25,262,309,0.8888888888888888,0.4329004329004329,0.5822416302765647
0.63,0.22,188,25,274,309,0.8826291079812206,0.4069264069264069,0.557037037037037
0.63,0.23,172,21,290,313,0.8911917098445595,0.3722943722943723,0.5251908396946565
0.63,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.63,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.64,0.0,340,61,122,273,0.8478802992518704,0.7359307359307359,0.7879490150637312
0.64,0.01,340,61,122,273,0.8478802992518704,0.7359307359307359,0.7879490150637312
0.64,0.02,340,60,122,274,0.85,0.7359307359307359,0.7888631090487239
0.64,0.03,339,58,123,276,0.853904282115869,0.7337662337662337,0.789289871944121
0.64,0.04,339,57,123,277,0.8560606060606061,0.7337662337662337,0.7902097902097902
0.64,0.05,336,57,126,277,0.8549618320610687,0.7272727272727273,0.7859649122807018
0.64,0.06,335,56,127,278,0.8567774936061381,0.7251082251082251,0.7854630715123095
0.64,0.07,333,56,129,278,0.8560411311053985,0.7207792207792207,0.782608695652174
0.64,0.08,333,55,129,279,0.8582474226804123,0.7207792207792207,0.7835294117647058
0.64,0.09,333,55,129,279,0.8582474226804123,0.7207792207792207,0.7835294117647058
0.64,0.1,330,55,132,279,0.8571428571428571,0.7142857142857143,0.7792207792207793
0.64,0.11,326,53,136,281,0.8601583113456465,0.7056277056277056,0.7752675386444707
0.64,0.12,319,53,143,281,0.8575268817204301,0.6904761904761905,0.7649880095923262
0.64,0.13,317,53,145,281,0.8567567567567568,0.6861471861471862,0.7620192307692308
0.64,0.14,308,51,154,283,0.8579387186629527,0.6666666666666666,0.7503045066991473
0.64,0.15,299,41,163,293,0.8794117647058823,0.6471861471861472,0.7456359102244389
0.64,0.16,289,38,173,296,0.8837920489296636,0.6255411255411255,0.732572877059569
0.64,0.17,272,35,190,299,0.8859934853420195,0.5887445887445888,0.7074122236671001
0.64,0.18,256,32,206,302,0.8888888888888888,0.5541125541125541,0.6826666666666666
0.64,0.19,238,27,224,307,0.8981132075471698,0.5151515151515151,0.6547455295735901
0.64,0.2,215,27,247,307,0.8884297520661157,0.4653679653679654,0.6107954545454546
0.64,0.21,199,25,263,309,0.8883928571428571,0.43073593073593075,0.5801749271137027
0.64,0.22,187,25,275,309,0.8820754716981132,0.40476190476190477,0.5548961424332344
0.64,0.23,171,21,291,313,0.890625,0.37012987012987014,0.5229357798165138
0.64,0.24,166,17,296,317,0.907103825136612,0.3593073593073593,0.5147286821705427
0.64,0.25,150,13,312,321,0.9202453987730062,0.3246753246753247,0.48000000000000004
0.65,0.0,309,55,153,279,0.8489010989010989,0.6688311688311688,0.74818401937046
0.65,0.01,309,55,153,279,0.8489010989010989,0.6688311688311688,0.74818401937046
0.65,0.02,309,54,153,280,0.8512396694214877,0.6688311688311688,0.749090909090909
0.65,0.03,309,54,153,280,0.8512396694214877,0.6688311688311688,0.749090909090909
0.65,0.04,309,53,153,281,0.8535911602209945,0.6688311688311688,0.7499999999999999
0.65,0.05,306,53,156,281,0.8523676880222841,0.6623376623376623,0.7454323995127892
0.65,0.06,305,53,157,281,0.8519553072625698,0.6601731601731602,0.7439024390243903
0.65,0.07,303,53,159,281,0.851123595505618,0.6558441558441559,0.7408312958435208
0.65,0.08,303,52,159,282,0.8535211267605634,0.6558441558441559,0.7417380660954713
0.65,0.09,303,52,159,282,0.8535211267605634,0.6558441558441559,0.7417380660954713
0.65,0.1,300,52,162,282,0.8522727272727273,0.6493506493506493,0.7371007371007371
0.65,0.11,297,50,165,284,0.8559077809798271,0.6428571428571429,0.7342398022249691
0.65,0.12,296,50,166,284,0.8554913294797688,0.6406926406926406,0.7326732673267328
0.65,0.13,295,50,167,284,0.855072463768116,0.6385281385281385,0.731102850061958
0.65,0.14,290,48,172,286,0.8579881656804734,0.6277056277056277,0.725
0.65,0.15,283,38,179,296,0.881619937694704,0.6125541125541125,0.7228607918263091
0.65,0.16,274,35,188,299,0.8867313915857605,0.5930735930735931,0.7107652399481194
0.65,0.17,259,32,203,302,0.8900343642611683,0.5606060606060606,0.6879150066401062
0.65,0.18,248,30,214,304,0.8920863309352518,0.5367965367965368,0.6702702702702703
0.65,0.19,234,25,228,309,0.9034749034749034,0.5064935064935064,0.6490984743411927
0.65,0.2,214,25,248,309,0.895397489539749,0.46320346320346323,0.6105563480741798
0.65,0.21,198,23,264,311,0.8959276018099548,0.42857142857142855,0.5797950219619327
0.65,0.22,187,23,275,311,0.8904761904761904,0.40476190476190477,0.5565476190476191
0.65,0.23,171,19,291,315,0.9,0.37012987012987014,0.5245398773006135
0.65,0.24,166,17,296,317,0.907103825136612,0.3593073593073593,0.5147286821705427
0.65,0.25,150,13,312,321,0.9202453987730062,0.3246753246753247,0.48000000000000004
