image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,0,0,0,0,0,0,0
101.png,11,0,0,0,0,0,0,0
102.png,18,0,0,0,0,0,0,0
103.jpeg,18,0,0,0,0,0,0,0
104.jpeg,18,0,0,0,0,0,0,0
105.png,18,0,0,0,0,0,0,0
106.png,2,0,0,0,0,0,0,0
107.png,10,0,0,0,0,0,0,0
108.jpeg,11,0,0,0,0,0,0,0
109.jpeg,9,0,0,0,0,0,0,0
110.jpeg,6,0,0,0,0,0,0,0
111.jpeg,1,0,0,0,0,0,0,0
112.jpeg,1,0,0,0,0,0,0,0
113.jpeg,20,0,0,0,0,0,0,0
114.jpeg,20,0,0,0,0,0,0,0
115.png,9,0,0,0,0,0,0,0
116.jpeg,18,0,0,0,0,0,0,0
117.jpeg,9,0,0,0,0,0,0,0
118.jpeg,20,0,0,0,0,0,0,0
119.jpeg,20,0,0,0,0,0,0,0
12.png,16,0,0,0,0,0,0,0
120.jpeg,26,0,0,0,0,0,0,0
121.jpeg,20,0,0,0,0,0,0,0
15.png,42,0,0,0,0,0,0,0
17.png,4,0,0,0,0,0,0,0
2.png,16,0,0,0,0,0,0,0
20.png,48,0,0,0,0,0,0,0
201.jpeg,16,0,0,0,0,0,0,0
26.png,8,0,0,0,0,0,0,0
27.png,13,0,0,0,0,0,0,0
30.png,18,15,10,100,80,100,80,80
33.png,26,30,22,95,91,95,86,86
34.png,40,63,36,94,100,97,94,92
35.jpeg,4,3,3,67,67,67,67,67
4.png,8,0,0,0,0,0,0,0
41.png,8,9,6,67,83,100,67,67
42.png,18,16,14,64,64,79,50,50
45_1.png,18,0,0,0,0,0,0,0
45_2.png,8,0,0,0,0,0,0,0
51.png,18,12,6,50,100,50,0,0
53.png,18,15,11,91,73,55,0,0
56.jpeg,10,3,2,0,100,50,0,0
57.jpeg,10,9,4,75,100,50,75,25
59.png,28,29,20,65,65,95,60,60
6.png,6,0,0,0,0,0,0,0
61.png,22,28,21,90,90,90,90,90
63.png,22,25,19,84,89,84,84,84
64.png,8,8,8,100,75,100,75,75
67.jpeg,4,0,0,0,0,0,0,0
68.jpeg,34,0,0,0,0,0,0,0
78.jpeg,2,0,0,0,0,0,0,0
8.png,18,0,0,0,0,0,0,0
82.jpeg,12,7,7,14,43,43,0,0
88.png,16,0,0,0,0,0,0,0
9.jpeg,4,0,0,0,0,0,0,0
90.png,17,0,0,0,0,0,0,0
91.png,16,0,0,0,0,0,0,0
