image_id,nutrient,quantity,column,dx,dy,deviation,method,image_mean_dev,gt_image_mean
33.png,energy,0,0,1345.0,123.5,1.546,mahalanobis,1.3232133720930233,1
33.png,energy,0,0,848.5,196.5,1.0079,mahalanobis,1.3232133720930233,0
33.png,energy,0,0,1338.5,203.0,1.4093,mahalanobis,1.3232133720930233,1
33.png,energy,97,0,834.5,375.0,0.759,mahalanobis,1.3232133720930233,0
33.png,energy,73,0,1315.5,380.5,1.1418,mahalanobis,1.3232133720930233,0
33.png,energy,56,0,834.0,458.0,0.6916,mahalanobis,1.3232133720930233,0
33.png,energy,42,0,1310.0,462.5,1.0798,mahalanobis,1.3232133720930233,0
33.png,energy,0,0,851.5,637.0,0.6864,mahalanobis,1.3232133720930233,0
33.png,energy,0,0,1311.5,645.5,1.1271,mahalanobis,1.3232133720930233,0
33.png,energy,0.53,0,818.5,738.0,0.924,mahalanobis,1.3232133720930233,0
33.png,energy,0.40,0,1280.0,747.0,1.1249,mahalanobis,1.3232133720930233,0
33.png,energy,158,0,1082.5,1001.0,1.2398,mahalanobis,1.3232133720930233,0
33.png,energy,210,0,610.5,1001.5,1.9319,mahalanobis,1.3232133720930233,1
33.png,energy,35,0,629.0,1105.5,2.0574,mahalanobis,1.3232133720930233,1
33.png,energy,26,0,1097.5,1107.0,1.5101,mahalanobis,1.3232133720930233,1
33.png,energy,25,0,633.0,1209.5,2.2419,mahalanobis,1.3232133720930233,1
33.png,energy,19,0,1098.0,1211.5,1.7671,mahalanobis,1.3232133720930233,1
33.png,energy,55,0,636.0,1315.0,2.4453,mahalanobis,1.3232133720930233,1
33.png,energy,41,0,1126.0,1316.0,2.0423,mahalanobis,1.3232133720930233,1
33.png,energy,105,0,1108.0,1421.0,2.2895,mahalanobis,1.3232133720930233,1
33.png,energy,140,0,665.0,1422.0,2.6137,mahalanobis,1.3232133720930233,1
33.png,fat,0,0,1089.0,9.0,1.2859,mahalanobis,1.3232133720930233,0
33.png,fat,0,0,1578.5,16.5,2.4042,mahalanobis,1.3232133720930233,1
33.png,fat,0,0,1082.0,89.5,1.084,mahalanobis,1.3232133720930233,0
33.png,fat,0,0,1572.0,96.0,2.2868,mahalanobis,1.3232133720930233,1
33.png,fat,97,0,1068.0,268.0,0.6394,mahalanobis,1.3232133720930233,0
33.png,fat,73,0,1549.0,273.5,2.0408,mahalanobis,1.3232133720930233,1
33.png,fat,56,0,1067.5,351.0,0.444,mahalanobis,1.3232133720930233,0
33.png,fat,42,0,1543.5,355.5,1.9706,mahalanobis,1.3232133720930233,1
33.png,fat,0,0,1085.0,530.0,0.2486,mahalanobis,1.3232133720930233,0
33.png,fat,0,0,1545.0,538.5,1.9372,mahalanobis,1.3232133720930233,1
33.png,fat,0.53,0,1052.0,631.0,0.3185,mahalanobis,1.3232133720930233,0
33.png,fat,0.40,0,1513.5,640.0,1.8476,mahalanobis,1.3232133720930233,1
33.png,fat,158,0,1316.0,894.0,1.4492,mahalanobis,1.3232133720930233,1
33.png,fat,210,0,844.0,894.5,1.147,mahalanobis,1.3232133720930233,0
33.png,fat,35,0,862.5,998.5,1.3395,mahalanobis,1.3232133720930233,1
33.png,fat,26,0,1331.0,1000.0,1.6723,mahalanobis,1.3232133720930233,1
33.png,fat,25,0,866.5,1102.5,1.5729,mahalanobis,1.3232133720930233,1
33.png,fat,19,0,1331.5,1104.5,1.8716,mahalanobis,1.3232133720930233,1
33.png,fat,55,0,869.5,1208.0,1.8182,mahalanobis,1.3232133720930233,1
33.png,fat,41,0,1359.5,1209.0,2.142,mahalanobis,1.3232133720930233,1
33.png,fat,105,0,1341.5,1314.0,2.325,mahalanobis,1.3232133720930233,1
33.png,fat,140,0,898.5,1315.0,2.0489,mahalanobis,1.3232133720930233,1
33.png,saturated fats,0,0,748.5,5.0,1.6109,mahalanobis,1.3232133720930233,1
33.png,saturated fats,0,0,1238.5,11.5,1.4918,mahalanobis,1.3232133720930233,1
33.png,saturated fats,97,0,734.5,183.5,1.3293,mahalanobis,1.3232133720930233,1
33.png,saturated fats,73,0,1215.5,189.0,1.087,mahalanobis,1.3232133720930233,0
33.png,saturated fats,56,0,734.0,266.5,1.2135,mahalanobis,1.3232133720930233,0
33.png,saturated fats,42,0,1210.0,271.0,0.9289,mahalanobis,1.3232133720930233,0
33.png,saturated fats,0,0,751.5,445.5,0.9954,mahalanobis,1.3232133720930233,0
33.png,saturated fats,0,0,1211.5,454.0,0.7255,mahalanobis,1.3232133720930233,0
33.png,saturated fats,0.53,0,718.5,546.5,1.1053,mahalanobis,1.3232133720930233,0
33.png,saturated fats,0.40,0,1180.0,555.5,0.6036,mahalanobis,1.3232133720930233,0
33.png,saturated fats,158,0,982.5,809.5,0.7507,mahalanobis,1.3232133720930233,0
33.png,saturated fats,210,0,510.5,810.0,2.0083,mahalanobis,1.3232133720930233,1
33.png,saturated fats,35,0,529.0,914.0,2.0581,mahalanobis,1.3232133720930233,1
33.png,saturated fats,26,0,997.5,915.5,1.0066,mahalanobis,1.3232133720930233,0
33.png,saturated fats,25,0,533.0,1018.0,2.184,mahalanobis,1.3232133720930233,1
33.png,saturated fats,19,0,998.0,1020.0,1.2668,mahalanobis,1.3232133720930233,0
33.png,saturated fats,55,0,536.0,1123.5,2.3374,mahalanobis,1.3232133720930233,1
33.png,saturated fats,41,0,1026.0,1124.5,1.5257,mahalanobis,1.3232133720930233,1
33.png,saturated fats,105,0,1008.0,1229.5,1.788,mahalanobis,1.3232133720930233,1
33.png,saturated fats,140,0,565.0,1230.5,2.4457,mahalanobis,1.3232133720930233,1
33.png,saturated fats,97,0,881.0,102.5,1.1434,mahalanobis,1.3232133720930233,0
33.png,saturated fats,73,0,1362.0,108.0,1.6189,mahalanobis,1.3232133720930233,1
33.png,saturated fats,56,0,880.5,185.5,0.9628,mahalanobis,1.3232133720930233,0
33.png,saturated fats,42,0,1356.5,190.0,1.4825,mahalanobis,1.3232133720930233,1
33.png,saturated fats,0,0,898.0,364.5,0.5778,mahalanobis,1.3232133720930233,0
33.png,saturated fats,0,0,1358.0,373.0,1.2971,mahalanobis,1.3232133720930233,0
33.png,saturated fats,0.53,0,865.0,465.5,0.5762,mahalanobis,1.3232133720930233,0
33.png,saturated fats,0.40,0,1326.5,474.5,1.1371,mahalanobis,1.3232133720930233,0
33.png,saturated fats,158,0,1129.0,728.5,0.6736,mahalanobis,1.3232133720930233,0
33.png,saturated fats,210,0,657.0,729.0,1.4331,mahalanobis,1.3232133720930233,1
33.png,saturated fats,35,0,675.5,833.0,1.4915,mahalanobis,1.3232133720930233,1
33.png,saturated fats,26,0,1144.0,834.5,0.9251,mahalanobis,1.3232133720930233,0
33.png,saturated fats,25,0,679.5,937.0,1.6338,mahalanobis,1.3232133720930233,1
33.png,saturated fats,19,0,1144.5,939.0,1.1592,mahalanobis,1.3232133720930233,0
33.png,saturated fats,55,0,682.5,1042.5,1.8079,mahalanobis,1.3232133720930233,1
33.png,saturated fats,41,0,1172.5,1043.5,1.4395,mahalanobis,1.3232133720930233,1
33.png,saturated fats,105,0,1154.5,1148.5,1.6625,mahalanobis,1.3232133720930233,1
33.png,saturated fats,140,0,711.5,1149.5,1.9477,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,97,0,772.5,-2.5,1.5734,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,73,0,1253.5,3.0,1.5399,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,56,0,772.0,80.5,1.41,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,42,0,1248.0,85.0,1.3627,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,0,0,789.5,259.5,1.0533,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,0,0,1249.5,268.0,1.0478,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,0.53,0,756.5,360.5,1.0355,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,0.40,0,1218.0,369.5,0.8173,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,158,0,1020.5,623.5,0.2748,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,210,0,548.5,624.0,1.7491,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,35,0,567.0,728.0,1.7435,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,26,0,1035.5,729.5,0.543,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,25,0,571.0,832.0,1.8266,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,19,0,1036.0,834.0,0.8029,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,55,0,574.0,937.5,1.9465,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,41,0,1064.0,938.5,1.0743,mahalanobis,1.3232133720930233,0
33.png,carbohydrate,105,0,1046.0,1043.5,1.3271,mahalanobis,1.3232133720930233,1
33.png,carbohydrate,140,0,603.0,1044.5,2.0221,mahalanobis,1.3232133720930233,1
33.png,sugars,0,0,937.0,97.5,1.0806,mahalanobis,1.3232133720930233,0
33.png,sugars,0,0,1397.0,106.0,1.7242,mahalanobis,1.3232133720930233,1
33.png,sugars,0.53,0,904.0,198.5,0.8915,mahalanobis,1.3232133720930233,0
33.png,sugars,0.40,0,1365.5,207.5,1.4874,mahalanobis,1.3232133720930233,1
33.png,sugars,158,0,1168.0,461.5,0.5654,mahalanobis,1.3232133720930233,0
33.png,sugars,210,0,696.0,462.0,1.1919,mahalanobis,1.3232133720930233,0
33.png,sugars,35,0,714.5,566.0,1.1246,mahalanobis,1.3232133720930233,0
33.png,sugars,26,0,1183.0,567.5,0.6203,mahalanobis,1.3232133720930233,0
33.png,sugars,25,0,718.5,670.0,1.1694,mahalanobis,1.3232133720930233,0
33.png,sugars,19,0,1183.5,672.0,0.7249,mahalanobis,1.3232133720930233,0
33.png,sugars,55,0,721.5,775.5,1.2722,mahalanobis,1.3232133720930233,0
33.png,sugars,41,0,1211.5,776.5,0.9673,mahalanobis,1.3232133720930233,0
33.png,sugars,105,0,1193.5,881.5,1.122,mahalanobis,1.3232133720930233,0
33.png,sugars,140,0,750.5,882.5,1.3484,mahalanobis,1.3232133720930233,1
33.png,protein,0,0,969.0,-6.0,1.3094,mahalanobis,1.3232133720930233,0
33.png,protein,0,0,1429.0,2.5,1.9765,mahalanobis,1.3232133720930233,1
33.png,protein,0.53,0,936.0,95.0,1.0876,mahalanobis,1.3232133720930233,0
33.png,protein,0.40,0,1397.5,104.0,1.7286,mahalanobis,1.3232133720930233,1
33.png,protein,158,0,1200.0,358.0,0.7725,mahalanobis,1.3232133720930233,0
33.png,protein,210,0,728.0,358.5,1.1352,mahalanobis,1.3232133720930233,0
33.png,protein,35,0,746.5,462.5,1.0073,mahalanobis,1.3232133720930233,0
33.png,protein,26,0,1215.0,464.0,0.7335,mahalanobis,1.3232133720930233,0
33.png,protein,25,0,750.5,566.5,0.9934,mahalanobis,1.3232133720930233,0
33.png,protein,19,0,1215.5,568.5,0.7378,mahalanobis,1.3232133720930233,0
33.png,protein,55,0,753.5,672.0,1.0509,mahalanobis,1.3232133720930233,0
33.png,protein,41,0,1243.5,673.0,0.9187,mahalanobis,1.3232133720930233,0
33.png,protein,105,0,1225.5,778.0,1.0081,mahalanobis,1.3232133720930233,0
33.png,protein,140,0,782.5,779.0,1.0913,mahalanobis,1.3232133720930233,0
33.png,salt,0.53,0,1035.5,-10.0,1.3083,mahalanobis,1.3232133720930233,0
33.png,salt,0.40,0,1497.0,-1.0,2.1786,mahalanobis,1.3232133720930233,1
33.png,salt,158,0,1299.5,253.0,1.2212,mahalanobis,1.3232133720930233,0
33.png,salt,210,0,827.5,253.5,0.9556,mahalanobis,1.3232133720930233,0
33.png,salt,35,0,846.0,357.5,0.7435,mahalanobis,1.3232133720930233,0
33.png,salt,26,0,1314.5,359.0,1.1551,mahalanobis,1.3232133720930233,0
33.png,salt,25,0,850.0,461.5,0.6322,mahalanobis,1.3232133720930233,0
33.png,salt,19,0,1315.0,463.5,1.0978,mahalanobis,1.3232133720930233,0
33.png,salt,55,0,853.0,567.0,0.6223,mahalanobis,1.3232133720930233,0
33.png,salt,41,0,1343.0,568.0,1.2014,mahalanobis,1.3232133720930233,0
33.png,salt,105,0,1325.0,673.0,1.1957,mahalanobis,1.3232133720930233,0
33.png,salt,140,0,882.0,674.0,0.6417,mahalanobis,1.3232133720930233,0
33.png,sodium,158,0,1193.5,-9.5,1.4557,mahalanobis,1.3232133720930233,1
33.png,sodium,210,0,721.5,-9.0,1.7005,mahalanobis,1.3232133720930233,1
33.png,sodium,35,0,740.0,95.0,1.4622,mahalanobis,1.3232133720930233,1
33.png,sodium,26,0,1208.5,96.5,1.2539,mahalanobis,1.3232133720930233,0
33.png,sodium,25,0,744.0,199.0,1.278,mahalanobis,1.3232133720930233,0
33.png,sodium,19,0,1209.0,201.0,1.0487,mahalanobis,1.3232133720930233,0
33.png,sodium,55,0,747.0,304.5,1.1256,mahalanobis,1.3232133720930233,0
33.png,sodium,41,0,1237.0,305.5,0.957,mahalanobis,1.3232133720930233,0
33.png,sodium,105,0,1219.0,410.5,0.7813,mahalanobis,1.3232133720930233,0
33.png,sodium,140,0,776.0,411.5,0.9265,mahalanobis,1.3232133720930233,0
33.png,calcium,35,0,866.5,-9.0,1.4187,mahalanobis,1.3232133720930233,1
33.png,calcium,26,0,1335.0,-7.5,1.7455,mahalanobis,1.3232133720930233,1
33.png,calcium,25,0,870.5,95.0,1.1775,mahalanobis,1.3232133720930233,0
33.png,calcium,19,0,1335.5,97.0,1.5622,mahalanobis,1.3232133720930233,1
33.png,calcium,55,0,873.5,200.5,0.9454,mahalanobis,1.3232133720930233,0
33.png,calcium,41,0,1363.5,201.5,1.4889,mahalanobis,1.3232133720930233,1
33.png,calcium,105,0,1345.5,306.5,1.3091,mahalanobis,1.3232133720930233,0
33.png,calcium,140,0,902.5,307.5,0.6675,mahalanobis,1.3232133720930233,0
33.png,magnesium,25,0,818.5,-11.0,1.5013,mahalanobis,1.3232133720930233,1
33.png,magnesium,19,0,1283.5,-9.0,1.6284,mahalanobis,1.3232133720930233,1
33.png,magnesium,55,0,821.5,94.5,1.2718,mahalanobis,1.3232133720930233,0
33.png,magnesium,41,0,1311.5,95.5,1.5001,mahalanobis,1.3232133720930233,1
33.png,magnesium,105,0,1293.5,200.5,1.2782,mahalanobis,1.3232133720930233,0
33.png,magnesium,140,0,850.5,201.5,0.9935,mahalanobis,1.3232133720930233,0
33.png,potassium,55,0,720.0,-11.0,1.7079,mahalanobis,1.3232133720930233,1
33.png,potassium,41,0,1210.0,-10.0,1.4847,mahalanobis,1.3232133720930233,1
33.png,potassium,105,0,1192.0,95.0,1.2243,mahalanobis,1.3232133720930233,0
33.png,potassium,140,0,749.0,96.0,1.4375,mahalanobis,1.3232133720930233,1
33.png,chloride,105,0,1219.0,-10.0,1.5006,mahalanobis,1.3232133720930233,1
33.png,chloride,140,0,776.0,-9.0,1.5794,mahalanobis,1.3232133720930233,1
34.png,energy,339,0,777.8,-19.0,1.5078,mahalanobis,1.290812669683258,1
34.png,energy,1356,0,497.2,-16.5,1.5346,mahalanobis,1.290812669683258,1
34.png,energy,80,0,758.7,58.0,1.3099,mahalanobis,1.290812669683258,1
34.png,energy,319,0,475.9,61.0,1.4402,mahalanobis,1.290812669683258,1
34.png,energy,0,0,746.0,144.0,1.1076,mahalanobis,1.290812669683258,0
34.png,energy,0,0,452.5,151.0,1.3566,mahalanobis,1.290812669683258,1
34.png,energy,20,0,769.5,223.5,1.0158,mahalanobis,1.290812669683258,0
34.png,energy,80,0,469.5,229.5,1.1726,mahalanobis,1.290812669683258,0
34.png,energy,19,0,772.5,307.5,0.8825,mahalanobis,1.290812669683258,0
34.png,energy,77,0,475.5,313.0,1.0295,mahalanobis,1.290812669683258,0
34.png,energy,1.2,0,787.5,391.5,0.8234,mahalanobis,1.290812669683258,0
34.png,energy,5,0,458.5,399.5,1.0035,mahalanobis,1.290812669683258,0
34.png,energy,0,0,767.0,478.0,0.6457,mahalanobis,1.290812669683258,0
34.png,energy,0,0,465.5,482.5,0.909,mahalanobis,1.290812669683258,0
34.png,energy,0.9,0,793.5,555.5,0.735,mahalanobis,1.290812669683258,0
34.png,energy,3.5,0,494.0,560.0,0.7426,mahalanobis,1.290812669683258,0
34.png,energy,400,0,515.0,721.5,0.7131,mahalanobis,1.290812669683258,0
34.png,energy,100,0,815.5,721.5,0.8994,mahalanobis,1.290812669683258,0
34.png,energy,100,0,819.0,803.0,0.995,mahalanobis,1.290812669683258,0
34.png,energy,400,0,518.5,804.5,0.8012,mahalanobis,1.290812669683258,0
34.png,energy,100,0,521.0,887.5,0.9234,mahalanobis,1.290812669683258,0
34.png,energy,25,0,805.0,887.5,1.0515,mahalanobis,1.290812669683258,0
34.png,energy,0.7,0,819.5,973.0,1.2369,mahalanobis,1.290812669683258,0
34.png,energy,2.6,0,520.0,973.5,1.0803,mahalanobis,1.290812669683258,0
34.png,energy,72,0,512.5,1143.0,1.4296,mahalanobis,1.290812669683258,1
34.png,energy,18,0,818.5,1146.0,1.5398,mahalanobis,1.290812669683258,1
34.png,energy,12,0,516.0,1231.5,1.6038,mahalanobis,1.290812669683258,1
34.png,energy,3.0,0,833.5,1234.5,1.7481,mahalanobis,1.290812669683258,1
34.png,energy,3.2,0,533.0,1320.0,1.7618,mahalanobis,1.290812669683258,1
34.png,energy,0.8,0,839.5,1323.0,1.9352,mahalanobis,1.290812669683258,1
34.png,energy,2.9,0,536.5,1410.0,1.9517,mahalanobis,1.290812669683258,1
34.png,energy,0.7,0,845.5,1414.0,2.1302,mahalanobis,1.290812669683258,1
34.png,energy,0.8,0,539.5,1501.0,2.1471,mahalanobis,1.290812669683258,1
34.png,energy,0.2,0,847.0,1504.5,2.3168,mahalanobis,1.290812669683258,1
34.png,energy,0.8,0,544.0,1591.0,2.3406,mahalanobis,1.290812669683258,1
34.png,energy,0.2,0,852.5,1595.5,2.5153,mahalanobis,1.290812669683258,1
34.png,energy,34,0,526.0,1681.0,2.5589,mahalanobis,1.290812669683258,1
34.png,energy,8.4,0,848.0,1685.0,2.6934,mahalanobis,1.290812669683258,1
34.png,energy,3.5,0,542.0,1772.0,2.7444,mahalanobis,1.290812669683258,1
34.png,energy,0.9,0,854.5,1776.5,2.898,mahalanobis,1.290812669683258,1
34.png,fat,0,0,788.5,-12.5,1.5184,mahalanobis,1.290812669683258,1
34.png,fat,0,0,495.0,-5.5,1.5178,mahalanobis,1.290812669683258,1
34.png,fat,20,0,812.0,67.0,1.4253,mahalanobis,1.290812669683258,1
34.png,fat,80,0,512.0,73.0,1.3219,mahalanobis,1.290812669683258,1
34.png,fat,19,0,815.0,151.0,1.2844,mahalanobis,1.290812669683258,0
34.png,fat,77,0,518.0,156.5,1.1449,mahalanobis,1.290812669683258,0
34.png,fat,1.2,0,830.0,235.0,1.2021,mahalanobis,1.290812669683258,0
34.png,fat,5,0,501.0,243.0,1.0412,mahalanobis,1.290812669683258,0
34.png,fat,0,0,809.5,321.5,1.0015,mahalanobis,1.290812669683258,0
34.png,fat,0,0,508.0,326.0,0.8857,mahalanobis,1.290812669683258,0
34.png,fat,0.9,0,836.0,399.0,1.0278,mahalanobis,1.290812669683258,0
34.png,fat,3.5,0,536.5,403.5,0.6663,mahalanobis,1.290812669683258,0
34.png,fat,400,0,557.5,565.0,0.4301,mahalanobis,1.290812669683258,0
34.png,fat,100,0,858.0,565.0,1.0508,mahalanobis,1.290812669683258,0
34.png,fat,100,0,861.5,646.5,1.0778,mahalanobis,1.290812669683258,0
34.png,fat,400,0,561.0,648.0,0.4388,mahalanobis,1.290812669683258,0
34.png,fat,100,0,563.5,731.0,0.5245,mahalanobis,1.290812669683258,0
34.png,fat,25,0,847.5,731.0,1.0549,mahalanobis,1.290812669683258,0
34.png,fat,0.7,0,862.0,816.5,1.1957,mahalanobis,1.290812669683258,0
34.png,fat,2.6,0,562.5,817.0,0.6705,mahalanobis,1.290812669683258,0
34.png,fat,72,0,555.0,986.5,1.0192,mahalanobis,1.290812669683258,0
34.png,fat,18,0,861.0,989.5,1.411,mahalanobis,1.290812669683258,1
34.png,fat,12,0,558.5,1075.0,1.1968,mahalanobis,1.290812669683258,0
34.png,fat,3.0,0,876.0,1078.0,1.6015,mahalanobis,1.290812669683258,1
34.png,fat,3.2,0,575.5,1163.5,1.3628,mahalanobis,1.290812669683258,1
34.png,fat,0.8,0,882.0,1166.5,1.7676,mahalanobis,1.290812669683258,1
34.png,fat,2.9,0,579.0,1253.5,1.5573,mahalanobis,1.290812669683258,1
34.png,fat,0.7,0,888.0,1257.5,1.9451,mahalanobis,1.290812669683258,1
34.png,fat,0.8,0,582.0,1344.5,1.7567,mahalanobis,1.290812669683258,1
34.png,fat,0.2,0,889.5,1348.0,2.1145,mahalanobis,1.290812669683258,1
34.png,fat,0.8,0,586.5,1434.5,1.9543,mahalanobis,1.290812669683258,1
34.png,fat,0.2,0,895.0,1439.0,2.3012,mahalanobis,1.290812669683258,1
34.png,fat,34,0,568.5,1524.5,2.1697,mahalanobis,1.290812669683258,1
34.png,fat,8.4,0,890.5,1528.5,2.4638,mahalanobis,1.290812669683258,1
34.png,fat,3.5,0,584.5,1615.5,2.3617,mahalanobis,1.290812669683258,1
34.png,fat,0.9,0,897.0,1620.0,2.661,mahalanobis,1.290812669683258,1
34.png,carbohydrate,20,0,674.0,-8.5,1.3419,mahalanobis,1.290812669683258,1
34.png,carbohydrate,80,0,374.0,-2.5,1.8754,mahalanobis,1.290812669683258,1
34.png,carbohydrate,19,0,677.0,75.5,1.1549,mahalanobis,1.290812669683258,0
34.png,carbohydrate,77,0,380.0,81.0,1.725,mahalanobis,1.290812669683258,1
34.png,carbohydrate,1.2,0,692.0,159.5,0.9818,mahalanobis,1.290812669683258,0
34.png,carbohydrate,5,0,363.0,167.5,1.6721,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0,0,671.5,246.0,0.7693,mahalanobis,1.290812669683258,0
34.png,carbohydrate,0,0,370.0,250.5,1.5444,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.9,0,698.0,323.5,0.6389,mahalanobis,1.290812669683258,0
34.png,carbohydrate,3.5,0,398.5,328.0,1.3395,mahalanobis,1.290812669683258,1
34.png,carbohydrate,400,0,419.5,489.5,1.1269,mahalanobis,1.290812669683258,0
34.png,carbohydrate,100,0,720.0,489.5,0.4246,mahalanobis,1.290812669683258,0
34.png,carbohydrate,100,0,723.5,571.0,0.3889,mahalanobis,1.290812669683258,0
34.png,carbohydrate,400,0,423.0,572.5,1.0907,mahalanobis,1.290812669683258,0
34.png,carbohydrate,100,0,425.5,655.5,1.0915,mahalanobis,1.290812669683258,0
34.png,carbohydrate,25,0,709.5,655.5,0.3615,mahalanobis,1.290812669683258,0
34.png,carbohydrate,0.7,0,724.0,741.0,0.5333,mahalanobis,1.290812669683258,0
34.png,carbohydrate,2.6,0,424.5,741.5,1.1427,mahalanobis,1.290812669683258,0
34.png,carbohydrate,72,0,417.0,911.0,1.3468,mahalanobis,1.290812669683258,1
34.png,carbohydrate,18,0,723.0,914.0,0.8476,mahalanobis,1.290812669683258,0
34.png,carbohydrate,12,0,420.5,999.5,1.4545,mahalanobis,1.290812669683258,1
34.png,carbohydrate,3.0,0,738.0,1002.5,1.06,mahalanobis,1.290812669683258,0
34.png,carbohydrate,3.2,0,437.5,1088.0,1.5357,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.8,0,744.0,1091.0,1.2548,mahalanobis,1.290812669683258,0
34.png,carbohydrate,2.9,0,441.0,1178.0,1.6832,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.7,0,750.0,1182.0,1.457,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.8,0,444.0,1269.0,1.8449,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.2,0,751.5,1272.5,1.6525,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.8,0,448.5,1359.0,2.0093,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.2,0,757.0,1363.5,1.8568,mahalanobis,1.290812669683258,1
34.png,carbohydrate,34,0,430.5,1449.0,2.2307,mahalanobis,1.290812669683258,1
34.png,carbohydrate,8.4,0,752.5,1453.0,2.0453,mahalanobis,1.290812669683258,1
34.png,carbohydrate,3.5,0,446.5,1540.0,2.3809,mahalanobis,1.290812669683258,1
34.png,carbohydrate,0.9,0,759.0,1544.5,2.2538,mahalanobis,1.290812669683258,1
34.png,sugars,19,0,625.5,-6.0,1.3317,mahalanobis,1.290812669683258,1
34.png,sugars,77,0,328.5,-0.5,2.0376,mahalanobis,1.290812669683258,1
34.png,sugars,1.2,0,640.5,78.0,1.1384,mahalanobis,1.290812669683258,0
34.png,sugars,5,0,311.5,86.0,1.9854,mahalanobis,1.290812669683258,1
34.png,sugars,0,0,620.0,164.5,0.9501,mahalanobis,1.290812669683258,0
34.png,sugars,0,0,318.5,169.0,1.8559,mahalanobis,1.290812669683258,1
34.png,sugars,0.9,0,646.5,242.0,0.7669,mahalanobis,1.290812669683258,0
34.png,sugars,3.5,0,347.0,246.5,1.6485,mahalanobis,1.290812669683258,1
34.png,sugars,400,0,368.0,408.0,1.4163,mahalanobis,1.290812669683258,1
34.png,sugars,100,0,668.5,408.0,0.4083,mahalanobis,1.290812669683258,0
34.png,sugars,100,0,672.0,489.5,0.2466,mahalanobis,1.290812669683258,0
34.png,sugars,400,0,371.5,491.0,1.3593,mahalanobis,1.290812669683258,1
34.png,sugars,100,0,374.0,574.0,1.3318,mahalanobis,1.290812669683258,1
34.png,sugars,25,0,658.0,574.0,0.0676,mahalanobis,1.290812669683258,0
34.png,sugars,0.7,0,672.5,659.5,0.2252,mahalanobis,1.290812669683258,0
34.png,sugars,2.6,0,373.0,660.0,1.3486,mahalanobis,1.290812669683258,1
34.png,sugars,72,0,365.5,829.5,1.4846,mahalanobis,1.290812669683258,1
34.png,sugars,18,0,671.5,832.5,0.5854,mahalanobis,1.290812669683258,0
34.png,sugars,12,0,369.0,918.0,1.5566,mahalanobis,1.290812669683258,1
34.png,sugars,3.0,0,686.5,921.0,0.7977,mahalanobis,1.290812669683258,0
34.png,sugars,3.2,0,386.0,1006.5,1.5966,mahalanobis,1.290812669683258,1
34.png,sugars,0.8,0,692.5,1009.5,0.9992,mahalanobis,1.290812669683258,0
34.png,sugars,2.9,0,389.5,1096.5,1.7147,mahalanobis,1.290812669683258,1
34.png,sugars,0.7,0,698.5,1100.5,1.2065,mahalanobis,1.290812669683258,0
34.png,sugars,0.8,0,392.5,1187.5,1.8513,mahalanobis,1.290812669683258,1
34.png,sugars,0.2,0,700.0,1191.0,1.4086,mahalanobis,1.290812669683258,1
34.png,sugars,0.8,0,397.0,1277.5,1.9935,mahalanobis,1.290812669683258,1
34.png,sugars,0.2,0,705.5,1282.0,1.616,mahalanobis,1.290812669683258,1
34.png,sugars,34,0,379.0,1367.5,2.2096,mahalanobis,1.290812669683258,1
34.png,sugars,8.4,0,701.0,1371.5,1.812,mahalanobis,1.290812669683258,1
34.png,sugars,3.5,0,395.0,1458.5,2.3366,mahalanobis,1.290812669683258,1
34.png,sugars,0.9,0,707.5,1463.0,2.0217,mahalanobis,1.290812669683258,1
34.png,fibre,1.2,0,800.0,-8.0,1.5367,mahalanobis,1.290812669683258,1
34.png,fibre,5,0,471.0,0.0,1.568,mahalanobis,1.290812669683258,1
34.png,fibre,0,0,779.5,78.5,1.3167,mahalanobis,1.290812669683258,1
34.png,fibre,0,0,478.0,83.0,1.3936,mahalanobis,1.290812669683258,1
34.png,fibre,0.9,0,806.0,156.0,1.2472,mahalanobis,1.290812669683258,0
34.png,fibre,3.5,0,506.5,160.5,1.1692,mahalanobis,1.290812669683258,0
